Date,TWR,Account
2025-06-24,-7.4906330595652,IRP
2025-06-25,-6.956796345428629,IRP
2025-06-26,-6.663783943499424,IRP
2025-06-27,-6.560546413286028,IRP
2025-06-30,-6.764744175252247,IRP
2025-07-01,-5.889502466898932,IRP
2025-07-02,-6.089714956559112,IRP
2025-07-03,-5.9602884940489265,IRP
2025-07-04,-6.268672660587116,IRP
2025-07-07,-6.517277742534833,IRP
2025-07-08,-7.092295603833742,IRP
2025-07-09,-7.1368926986869585,IRP
2025-07-10,-6.510256072281351,IRP
2025-07-11,-6.462243029737246,IRP
2025-07-14,-7.207678725836953,IRP
2025-07-15,-6.9452200782539775,IRP
2025-07-16,-7.249239422742704,IRP
2025-07-17,-7.3093980570766215,IRP
2025-07-18,-6.575538628151579,IRP
2025-07-21,-6.501146878438979,IRP
2025-07-22,-6.4269449035980974,IRP
2025-07-23,-6.589581968658543,IRP
2025-07-24,-6.5373938789366814,IRP
2025-07-25,-6.241345079060023,IRP
2025-07-28,-5.822891486926663,IRP
2025-07-29,-5.786264936685514,IRP
2025-07-30,-5.533295032688345,IRP
2025-07-31,-4.955810098057123,IRP
2025-08-01,-5.900699184330149,IRP
2025-08-04,-5.965791965328671,IRP
2025-08-05,-4.7208688068729465,IRP
2025-08-06,-5.0023049416275,IRP
2025-08-07,-4.958277171389424,IRP
2025-08-08,-4.780837666335147,IRP
2025-08-11,-4.577399003855797,IRP
2025-08-12,-4.807216373503653,IRP
2025-08-13,-4.7075845658528515,IRP
2025-08-14,-4.384777509064241,IRP
2025-08-18,-5.226618839995578,IRP
2025-08-19,-5.534623456790344,IRP
2025-08-20,-5.719274406969821,IRP
2025-08-21,-5.474464822456415,IRP
2025-08-22,-6.089335406815644,IRP
2025-08-25,-5.489267262450237,IRP
2025-08-26,-5.615657327012968,IRP
2025-08-27,-5.312017532267676,IRP
2025-08-28,-5.548856572169014,IRP
2025-08-29,-5.152606640026414,IRP
2025-09-01,-6.05308840631793,IRP
2025-09-02,-6.23109723598737,IRP
2025-09-03,-6.713125410145526,IRP
2025-09-04,-5.548856572169036,IRP
2025-09-05,-4.618769925889843,IRP
2025-09-08,-3.962148869753135,IRP
2025-09-09,-3.1277087588187147,IRP
2025-09-10,-3.2911049233660283,IRP
2025-09-11,-2.95007947889272,IRP
2025-09-12,-2.323442852487101,IRP
2025-09-15,-2.4536284144841436,IRP
2025-09-16,-2.005000617747965,IRP
2025-09-17,-1.8602023906287957,IRP
2025-09-18,-1.775562797843544,IRP
2025-09-19,-2.44015439859232,IRP
2025-09-22,-2.258729621232014,IRP
2025-09-23,-2.059086456186976,IRP
2025-09-24,-1.8214883167987805,IRP
2025-09-25,-2.2775173335318755,IRP
2025-09-26,-2.1740900284467624,IRP
2025-09-29,-2.044094241321426,IRP
2025-09-30,-1.7216667342762504,IRP
2025-10-01,-2.1664990335781176,IRP
2025-10-02,-1.577627606643961,IRP
2025-10-10,-0.6338771696012269,IRP
2025-10-13,-0.6547524054899667,IRP
2024-05-22,0.0,연금
2024-05-23,-0.06290658372316571,연금
2024-05-24,-0.5821355287398244,연금
2024-05-27,-0.5049189307153812,연금
2024-05-28,-0.751513872793419,연금
2024-05-29,-0.8063127488107558,연금
2024-05-30,-0.6145166827500548,연금
2024-05-31,-0.3679217406720281,연금
2024-06-03,0.10808122327861103,연금
2024-06-04,-0.08371484278207886,연금
2024-06-05,0.025882909252605835,연금
2024-06-07,0.6834694214606918,연금
2024-06-10,1.149259867608099,연금
2024-06-11,1.7246480657901797,연금
2024-06-12,1.943843569859549,연금
2024-06-13,2.243193008016142,연금
2024-06-14,2.7006258573340824,연금
2024-06-17,2.7006258573340824,연금
2024-06-18,3.5616759266384523,연금
2024-06-19,3.8845697026275827,연금
2024-06-20,4.395818181277056,연금
2024-06-21,4.180555663950969,연금
2024-06-24,4.019108775956393,연금
2024-06-25,3.615491555969963,연금
2024-06-26,4.207463478616713,연금
2024-06-27,3.8576618879618163,연금
2024-06-28,3.6693071853014736,연금
2024-07-01,3.480952482641153,연금
2024-07-02,3.911477517293349,연금
2024-07-03,4.8801588452607625,연금
2024-07-04,4.664896327934676,연금
2024-07-05,4.7994354012634854,연금
2024-07-08,5.19051350250983,연금
2024-07-09,5.519211943975733,연금
2024-07-10,5.65616962791986,연금
2024-07-11,6.286174974062875,연금
2024-07-12,5.519211943975755,연금
2024-07-15,6.450524194795837,연금
2024-07-16,6.888788783417055,연금
2024-07-17,6.69704802589528,연금
2024-07-18,6.012259606174641,연금
2024-07-19,5.519211943975777,연금
2024-07-22,4.807031987466304,연금
2024-07-23,5.272688112876334,연금
2024-07-24,4.56050815636686,연금
2024-07-25,2.9717990226149515,연금
2024-07-26,2.8348413386708238,연금
2024-07-29,3.820936663068575,연금
2024-07-30,3.300497464080876,연금
2024-07-31,2.834841338670846,연금
2024-08-01,3.437455148025026,연금
2024-08-02,1.2351755902034078,연금
2024-08-05,-2.8187718545428453,연금
2024-08-06,-0.9561473529026698,연금
2024-08-07,-0.6548404482255799,연금
2024-08-08,-1.459772571571838,연금
2024-08-09,-0.27702279574389754,연금
2024-08-12,0.8232095538634798,연금
2024-08-13,0.8507153626036601,연금
2024-08-14,1.7033954335493817,연금
2024-08-16,3.683813662842672,연금
2024-08-19,1.6758896248092015,연금
2024-08-20,2.80362778315677,연금
2024-08-21,2.9411568268576938,연금
2024-08-22,3.1061916792987976,연금
2024-08-23,2.9411568268576938,연금
2024-08-26,2.8311335918969505,연금
2024-08-27,2.77612197441659,연금
2024-08-28,3.573790427881951,연금
2024-08-29,2.2260057996128957,연금
2024-08-30,2.9961684443380543,연금
2024-09-02,3.8020085264194314,연금
2024-09-03,4.022054996340896,연금
2024-09-04,1.6290496359448348,연금
2024-09-05,1.2439683135822444,연금
2024-09-06,0.2537591989355992,연금
2024-09-09,0.11623015523467561,연금
2024-09-10,1.0239218436607578,연금
2024-09-11,0.9414044174401948,연금
2024-09-12,2.1860464767473387,연금
2024-09-13,2.048780648495674,연금
2024-09-19,3.5312515936136046,연금
2024-09-20,4.107768072270579,연금
2024-09-23,4.766644047878543,연금
2024-09-24,4.739190882228206,연금
2024-09-25,4.437206060074561,연금
2024-09-26,4.903909876130208,연금
2024-09-27,3.888142747067924,연금
2024-09-30,2.8174692867049878,연금
2024-10-02,3.0370946119076425,연금
2024-10-04,4.354846563123571,연금
2024-10-07,5.769731916253762,연금
2024-10-08,5.166950500138312,연금
2024-10-10,6.893097282650729,연금
2024-10-11,6.728702350982885,연금
2024-10-14,7.824668562101866,연금
2024-10-15,9.27682379183452,연금
2024-10-16,8.509647444051227,연금
2024-10-17,9.441218723502365,연금
2024-10-18,9.578214499892223,연금
2024-10-21,10.263193381841585,연금
2024-10-22,10.290592537119547,연금
2024-10-23,10.591983245177271,연금
2024-10-24,9.824806897393978,연금
2024-10-25,10.537184934621324,연금
2024-10-28,10.64678155573322,연금
2024-10-29,10.64678155573322,연금
2024-10-30,10.290592537119547,연금
2024-10-31,8.975433083776752,연금
2024-11-01,7.605475319878008,연금
2024-11-04,7.797269406823815,연금
2024-11-05,7.879466872657748,연금
2024-11-06,12.07153763018789,연금
2024-11-07,13.523692859920565,연금
2024-11-08,13.414096238808671,연금
2024-11-11,14.701856536873482,연금
2024-11-12,15.222440487154998,연금
2024-11-13,14.89365062381931,연금
2024-11-14,15.003247244931227,연금
2024-11-15,13.277100462418812,연금
2024-11-18,12.55919977966209,연금
2024-11-19,12.531677110938254,연금
2024-11-20,13.0546078166911,연금
2024-11-21,13.219743829034103,연금
2024-11-22,14.320650577987482,연금
2024-11-25,15.146330639702521,연금
2024-11-26,14.843581283740349,연금
2024-11-27,15.33898932076938,연금
2024-11-28,14.953671958635706,연금
2024-11-29,15.036239964807208,연금
2024-12-02,15.75721223821709,연금
2024-12-03,16.390233618865267,연금
2024-12-04,17.133345674408783,연금
2024-12-05,18.06911641101916,연금
2024-12-06,18.206729754638328,연금
2024-12-09,19.995703221687577,연금
2024-12-10,18.454433773152857,연금
2024-12-11,18.694114157152896,연금
2024-12-12,19.38030913873876,연금
2024-12-13,19.1058311461044,연금
2024-12-16,19.133278945367827,연금
2024-12-17,19.62733933210967,연금
2024-12-18,19.297965740948463,연금
2024-12-19,16.964902803556512,연금
2024-12-20,16.525738015341563,연금
2024-12-23,18.776457554943192,연금
2024-12-24,19.32541354021189,연금
2024-12-26,21.466341882759778,연금
2024-12-27,21.246759488652287,연금
2024-12-30,20.64290790485672,연금
2025-01-02,19.023487748314082,연금
2025-01-03,18.501979562308833,연금
2025-01-06,19.87436952548056,연금
2025-01-07,19.023487748314082,연금
2025-01-08,18.386699750680236,연금
2025-01-09,18.49680913815648,연금
2025-01-10,18.661973219370864,연금
2025-01-13,17.258078529048593,연금
2025-01-14,17.72604342582269,연금
2025-01-15,17.258078529048593,연금
2025-01-16,19.129938116144963,연금
2025-01-17,19.04735607553778,연금
2025-01-20,19.597903012919083,연금
2025-01-21,18.799609953716214,연금
2025-01-22,19.680485053526265,연금
2025-01-23,20.038340562824096,연금
2025-01-24,19.955758522216914,연금
2025-01-31,21.304598518801086,연금
2025-02-03,19.074883422406863,연금
2025-02-04,20.203504644038482,연금
2025-02-05,19.29510219735937,연금
2025-02-06,20.781578928288845,연금
2025-02-07,20.754051581419787,연금
2025-02-10,20.423723418991013,연금
2025-02-11,20.726524234550702,연금
2025-02-12,21.012782156402608,연금
2025-02-13,20.57209311944417,연금
2025-02-14,21.343298934121435,연금
2025-02-17,21.343298934121435,연금
2025-02-18,21.45347119336103,연금
2025-02-19,21.23312667488182,연금
2025-02-20,20.98523909159271,연금
2025-02-21,20.46192086020455,연금
2025-02-24,18.58899245313119,연금
2025-02-25,17.790243573644027,연금
2025-02-26,17.70761437921431,연금
2025-02-27,18.58899245313119,연금
2025-02-28,17.95550196250344,연금
2025-03-04,17.821474876442835,연금
2025-03-05,16.168890987848684,연금
2025-03-06,15.778229609131355,연금
2025-03-07,14.262177143641374,연금
2025-03-10,14.648081407584268,연금
2025-03-11,13.401133654862974,연금
2025-03-12,11.986845216985564,연금
2025-03-13,11.931382925304113,연금
2025-03-14,11.62634032105605,연금
2025-03-17,12.125500946189248,연금
2025-03-18,13.678445113270321,연금
2025-03-19,12.957435321411248,연금
2025-03-20,15.037271259466255,연금
2025-03-21,14.464972248670982,연금
2025-03-24,15.906401778996404,연금
2025-03-25,16.805611391833807,연금
2025-03-26,16.77792147938586,연금
2025-03-27,15.808774543707615,연금
2025-03-28,15.44880568188427,연금
2025-03-31,12.652124524641373,연금
2025-04-01,13.787410935007284,연금
2025-04-02,14.008930234590888,연금
2025-04-03,11.915235593788198,연금
2025-04-04,7.573888397819073,연금
2025-04-07,0.4729401564576463,연금
2025-04-08,6.226364388423367,연금
2025-04-09,2.3907482337795383,연금
2025-04-10,11.302915181334306,연금
2025-04-11,8.821045904800062,연금
2025-04-14,8.369796945430208,연금
2025-04-15,6.931440887438778,연금
2025-04-16,6.339176628265841,연금
2025-04-17,6.367379688226449,연금
2025-04-18,6.367379688226449,연금
2025-04-21,3.7444951118891234,연금
2025-04-22,7.495502086651085,연금
2025-04-23,8.398000005390816,연금
2025-04-24,11.359321301255543,연금
2025-04-25,11.669554960822337,연금
2025-04-28,11.415727421176802,연금
2025-04-29,10.456823382515834,연금
2025-04-30,11.020884581728163,연금
2025-05-02,10.767057042082605,연금
2025-05-07,11.387524361216173,연금
2025-05-08,11.669554960822314,연금
2025-05-09,13.446347738341146,연금
2025-05-12,16.125638434599686,연금
2025-05-13,17.67680673243359,연금
2025-05-14,15.392358875623668,연금
2025-05-15,15.674389475229834,연금
2025-05-16,15.984623134796605,연금
2025-05-19,16.43587209416646,연금
2025-05-20,15.448764995544884,연금
2025-05-21,13.671972218026053,연금
2025-05-22,12.910489599089402,연금
2025-05-23,12.79767735924695,연금
2025-05-26,13.220723258656196,연금
2025-05-27,14.715485436568866,연금
2025-05-28,15.928217014875345,연금
2025-05-29,14.687282376608213,연금
2025-05-30,13.621770771296138,연금
2025-06-02,15.144736009169414,연금
2025-06-04,14.185831970508445,연금
2025-06-05,14.411456450193372,연금
2025-06-09,15.483172728696793,연금
2025-06-10,16.58309206716084,연금
2025-06-11,14.975517649405724,연금
2025-06-12,14.83450234960264,연금
2025-06-13,15.144736009169435,연금
2025-06-16,15.4267666087756,연금
2025-06-17,15.765203328303002,연금
2025-06-18,15.906218628106084,연금
2025-06-19,15.003720709366352,연금
2025-06-20,16.103640047830403,연금
2025-06-23,16.639498187082125,연금
2025-06-24,17.06254408649137,연금
2025-06-25,16.7523104269246,연금
2025-06-26,17.739417525546152,연금
2025-06-27,18.021448125152318,연금
2025-06-30,18.359884844679698,연금
2025-07-01,19.03675828373448,연금
2025-07-02,19.431601123183118,연금
2025-07-03,20.08027150227729,연금
2025-07-04,20.446911281765303,연금
2025-07-07,20.221286802080375,연금
2025-07-08,20.503317401686516,연금
2025-07-09,20.672535761450206,연금
2025-07-10,21.43401838038683,연금
2025-07-11,21.123784720820062,연금
2025-07-14,22.308313239165933,연금
2025-07-15,21.687845920032366,연금
2025-07-16,23.041592798141952,연금
2025-07-17,23.972293776842292,연금
2025-07-18,23.521044817472436,연금
2025-07-21,23.295420337787508,연금
2025-07-22,23.041592798141952,연금
2025-07-23,22.70315607861455,연금
2025-07-24,23.887684596960423,연금
2025-07-25,25.01580699538508,연금
2025-07-28,25.43885289479433,연금
2025-07-29,24.085106016684744,연금
2025-07-30,25.326040654951854,연금
2025-07-31,24.479948856133362,연금
2025-08-01,22.212422835299805,연금
2025-08-04,24.1302309126217,연금
2025-08-05,23.876403372976142,연금
2025-08-06,23.90460643293675,연금
2025-08-07,24.327652332345995,연금
2025-08-08,25.201947191125097,연금
2025-08-11,25.089134951282645,연금
2025-08-12,25.48397779073128,연금
2025-08-13,25.794211450298054,연금
2025-08-14,25.8788206301799,연금
2025-08-18,26.217257349707303,연금
2025-08-19,26.07624204990422,연금
2025-08-20,26.13264816982546,연금
2025-08-21,25.03272883136143,연금
2025-08-22,26.24546040966793,연금
2025-08-25,26.61210018915594,연금
2025-08-26,27.34537974813196,연금
2025-08-27,26.753115488959022,연금
2025-08-28,27.401785868053217,연금
2025-08-29,26.69670936903781,연금
2025-09-01,26.555694069234725,연금
2025-09-02,26.189054289746714,연금
2025-09-03,26.80952160888028,연금
2025-09-04,27.93764400730494,연금
2025-09-05,27.347029475510332,연금
2025-09-08,27.431638655392177,연금
2025-09-09,27.741872314958947,연금
2025-09-10,28.418745754013752,연금
2025-09-11,29.03921307314732,연금
2025-09-12,29.236634492871637,연금
2025-09-15,28.86999471338363,연금
2025-09-16,28.67257329365931,연금
2025-09-17,29.77249263212336,연금
2025-09-18,30.44936607117816,연금
2025-09-19,30.70319361082372,연금
2025-09-22,31.60569152956345,연금
2025-09-23,31.521082349681606,연금
2025-09-24,34.29477141695671,연금
2025-09-25,34.87520858646875,연금
2025-09-26,34.64303371866395,연금
2025-09-29,-86.5356966281336,연금
2025-09-30,-86.5356966281336,연금
2025-10-01,-86.43133041657181,연금
2025-10-02,-86.43133041657181,연금
2025-10-10,-86.34435857360366,연금
2025-10-13,-86.34435857360366,연금
2025-02-28,0.0,금현물
2025-03-04,-0.24761388286334007,금현물
2025-03-05,1.043492407809099,금현물
2025-03-06,0.4465292841648427,금현물
2025-03-07,-2.1053440285499936,금현물
2025-03-10,-2.049365801058234,금현물
2025-03-11,-2.636711840383721,금현물
2025-03-12,-2.8208156281489094,금현물
2025-03-13,-2.246246941257868,금현물
2025-03-14,-1.2022135955656044,금현물
2025-03-17,-1.5665742262769955,금현물
2025-03-18,-0.2702912131691715,금현물
2025-03-19,0.5565271411374528,금현물
2025-03-20,1.0610264759686183,금현물
2025-03-21,0.6406103636093174,금현물
2025-03-24,0.3813537609877571,금현물
2025-03-25,0.1571318343961403,금현물
2025-03-26,0.13611102877817416,금현물
2025-03-27,0.4934647242835766,금현물
2025-03-28,1.9859419231590847,금현물
2025-03-31,4.403334569225037,금현물
2025-04-01,4.676605042258575,금현물
2025-04-02,3.2682110658549313,금현물
2025-04-03,3.7026410486262096,금현물
2025-04-04,0.8928600310249113,금현물
2025-04-07,-0.22124266672722825,금현물
2025-04-08,0.09406941754224185,금현물
2025-04-09,1.3202830785901787,금현물
2025-04-10,2.6516007677279463,금현물
2025-04-11,4.459390050872902,금현물
2025-04-14,3.9829184568656917,금현물
2025-04-15,3.877814428775883,금현물
2025-04-16,5.8257424160406135,금현물
2025-04-17,6.540449807051418,금현물
2025-04-18,6.687595446377181,금현물
2025-04-21,8.481370859110182,금현물
2025-04-22,11.683540248246826,금현물
2025-04-23,6.771678668849046,금현물
2025-04-24,7.69659411603949,금현물
2025-04-25,7.164067040384392,금현물
2025-04-28,7.0589630122945835,금현물
2025-04-29,7.423323643005975,금현물
2025-04-30,6.365276426901745,금현물
2025-05-02,3.8918282991878828,금현물
2025-05-07,7.12202542914846,금현물
2025-05-08,5.440360979711278,금현물
2025-05-09,5.06198647858791,금현물
2025-05-12,4.024960068101646,금현물
2025-05-13,3.9899253920717026,금현물
2025-05-14,3.5064468628585255,금현물
2025-05-15,-0.6486657142925178,금현물
2025-05-16,1.2081721152943814,금현물
2025-05-19,1.950907247129141,금현물
2025-05-20,1.1801443744704265,금현물
2025-05-21,3.6746133078022547,금현물
2025-05-22,3.7727104006860745,금현물
2025-05-23,3.2541971954429316,금현물
2025-05-26,3.00194752802736,금현물
2025-05-27,2.7216701197878335,금현물
2025-05-28,2.490441257990228,금현물
2025-05-29,1.7336922557434908,금현물
2025-05-30,2.5464967396381155,금현물
2025-06-02,3.2822249362668865,금현물
2025-06-04,3.583523150124379,금현물
2025-06-05,3.219162519412988,금현물
2025-06-09,1.754713061361457,금현물
2025-06-10,2.441392711548307,금현물
2025-06-11,3.226169454618999,금현물
2025-06-12,3.0650099448812806,금현물
2025-06-13,5.475395655741244,금현물
2025-06-16,4.900826968850214,금현물
2025-06-17,4.207140383457375,금현물
2025-06-18,4.3893206988130595,금현물
2025-06-19,4.403334569225037,금현물
2025-06-20,3.6816202430082434,금현물
2025-06-23,4.928854709674146,금현물
2025-06-24,2.3152678778405322,금현물
2025-06-25,2.609559156492036,금현물
2025-06-26,2.294247072222566,금현물
2025-06-27,1.1801443744704265,금현물
2025-06-30,0.40237456660572324,금현물
2025-07-01,2.049004340012961,금현물
2025-07-02,2.455406581960262,금현물
2025-07-03,3.3803220291507063,금현물
2025-07-04,2.973919787203383,금현물
2025-07-07,2.434385776342274,금현물
2025-07-08,3.1280723617350903,금현물
2025-07-09,2.18213610892668,금현물
2025-07-10,3.107051556117124,금현물
2025-07-11,3.842779752745895,금현물
2025-07-14,4.690618912670463,금현물
2025-07-15,4.592521819786621,금현물
2025-07-16,4.452383115666847,금현물
2025-07-17,4.592521819786599,금현물
2025-07-18,4.75368132952434,금현물
2025-07-21,5.384305498063302,금현물
2025-07-22,5.734652258362716,금현물
2025-07-23,6.372283362107645,금현물
2025-07-24,4.059994744131523,금현물
2025-07-25,4.186119577839298,금현물
2025-07-28,3.961897651247659,금현물
2025-07-29,4.0459808737195235,금현물
2025-07-30,3.6395786317722,금현물
2025-07-31,3.394335899562617,금현물
2025-08-01,4.081015549749467,금현물
2025-08-04,4.8307576167902155,금현물
2025-08-05,5.503423396565088,금현물
2025-08-06,5.75567306398066,금현물
2025-08-07,5.692610647126761,금현물
2025-08-08,7.339240420533999,금현물
2025-08-11,5.671589841508795,금현물
2025-08-12,4.788716005554261,금현물
2025-08-13,4.578507949374622,금현물
2025-08-14,4.963889385703979,금현물
2025-08-18,4.872799228026126,금현물
2025-08-19,4.879806163232114,금현물
2025-08-20,5.012937932145878,금현물
2025-08-21,5.286208405179416,금현물
2025-08-22,4.6766050422584415,금현물
2025-08-25,5.384305498063258,금현물
2025-08-26,6.281193204429747,금현물
2025-08-27,6.568477547875262,금현물
2025-08-28,6.792699474466901,금현물
2025-08-29,7.108011558736371,금현물
2025-09-01,9.896771770719702,금현물
2025-09-02,10.135007567723298,금현물
2025-09-03,11.298158811917357,금현물
2025-09-04,11.319179617535324,금현물
2025-09-05,11.711567989070648,금현물
2025-09-08,13.295135345623986,금현물
2025-09-09,17.534331145246874,금현물
2025-09-10,15.691507186071973,금현물
2025-09-11,16.090902492813306,금현물
2025-09-12,15.684500250865984,금현물
2025-09-15,16.735540531764226,금현물
2025-09-16,18.417204981201408,금현물
2025-09-17,20.098869430638587,금현물
2025-09-18,18.431218851613384,금현물
2025-09-19,17.856650164722353,금현물
2025-09-22,20.168938782698476,금현물
2025-09-23,22.83157416097401,금현물
2025-09-24,24.695418925766877,금현물
2025-09-25,24.37309990629142,금현물
2025-09-26,25.984695003668712,금현물
2025-09-29,29.901571783816138,금현물
2025-09-30,36.53013248868105,금현물
2025-10-01,34.049677425761196,금현물
2025-10-02,31.239896408159918,금현물
2025-10-10,39.949516869203315,금현물
2025-10-13,31.239896408159918,금현물
